pair,comparison_status,city_a,city_b,city_a_library_locations,city_b_library_locations,city_a_access_status,city_b_access_status,notes
delhi_toronto,missing_city_summary,delhi,toronto,111,,geocoding_required,,Missing library access summary for: toronto.
