source_record_id,source_file,library_id,name,address,geocode_provider,geocode_query,geocode_result_label,latitude,longitude,confidence,review_status,notes
dpl_location_0088,operations__schedule_and_points_of_mobile_van.html,dpl_mobile_service_point_053_0088,Mobile Service Point 053,"R.W.A., H-Block, Gate No.2, Near Veer Singh Garhwal Sarvodaya Bal Vidyalaya Saket, New Delhi-110017",,"R.W.A., H-Block, Gate No.2, Near Veer Singh Garhwal Sarvodaya Bal Vidyalaya Saket, New Delhi-110017, India",,,,,needs_geocode,Address is DPL-published; coordinates are pending reproducible geocoding/review.
dpl_location_0089,operations__schedule_and_points_of_mobile_van.html,dpl_mobile_service_point_054_0089,Mobile Service Point 054,"RWA, Gate No.1, Pocket-C, Sarita Vihar, New Delhi-110074",,"RWA, Gate No.1, Pocket-C, Sarita Vihar, New Delhi-110074, India",,,,,needs_geocode,Address is DPL-published; coordinates are pending reproducible geocoding/review.
dpl_location_0090,operations__schedule_and_points_of_mobile_van.html,dpl_mobile_service_point_055_0090,Mobile Service Point 055,"Old Shiv Mandir Kantheshwar Mahadev Mandir, Main Chowk Aligaon, New Delhi-110076",,"Old Shiv Mandir Kantheshwar Mahadev Mandir, Main Chowk Aligaon, New Delhi-110076, India",,,,,needs_geocode,Address is DPL-published; coordinates are pending reproducible geocoding/review.
dpl_location_0091,operations__schedule_and_points_of_mobile_van.html,dpl_mobile_service_point_056_0091,Mobile Service Point 056,Commonwealth Khel Gaon Delhi,,"Commonwealth Khel Gaon Delhi, India",,,,,needs_geocode,Address is DPL-published; coordinates are pending reproducible geocoding/review.
dpl_location_0092,operations__schedule_and_points_of_mobile_van.html,dpl_mobile_service_point_057_0092,Mobile Service Point 057,Near By Khichadipur Gurudwara East Vinod Nagar Delhi,,"Near By Khichadipur Gurudwara East Vinod Nagar Delhi, India",,,,,needs_geocode,Address is DPL-published; coordinates are pending reproducible geocoding/review.
dpl_location_0093,operations__schedule_and_points_of_mobile_van.html,dpl_mobile_service_point_058_0093,Mobile Service Point 058,"Near Sarvodaya Girls School, Chandra Vihar, Delhi",,"Near Sarvodaya Girls School, Chandra Vihar, Delhi, India",,,,,needs_geocode,Address is DPL-published; coordinates are pending reproducible geocoding/review.
dpl_location_0094,operations__schedule_and_points_of_mobile_van.html,dpl_mobile_service_point_059_0094,Mobile Service Point 059,"Mandavali Village, Near Mayur Public School, Mandavali, Delhi",,"Mandavali Village, Near Mayur Public School, Mandavali, Delhi, India",,,,,needs_geocode,Address is DPL-published; coordinates are pending reproducible geocoding/review.
dpl_location_0095,operations__schedule_and_points_of_mobile_van.html,dpl_mobile_service_point_060_0095,Mobile Service Point 060,"Near Golak Dham Mandir, Main Road, Bijwasan, Delhi",,"Near Golak Dham Mandir, Main Road, Bijwasan, Delhi, India",,,,,needs_geocode,Address is DPL-published; coordinates are pending reproducible geocoding/review.
dpl_location_0096,operations__schedule_and_points_of_mobile_van.html,dpl_mobile_service_point_061_0096,Mobile Service Point 061,"Near PNB Bank Bus Stand, Deoli, Delhi",,"Near PNB Bank Bus Stand, Deoli, Delhi, India",,,,,needs_geocode,Address is DPL-published; coordinates are pending reproducible geocoding/review.
dpl_location_0097,operations__schedule_and_points_of_mobile_van.html,dpl_mobile_service_point_062_0097,Mobile Service Point 062,"Near Delhi Jal Board, Filling Station",,"Near Delhi Jal Board, Filling Station, India",,,,,needs_geocode,Address is DPL-published; coordinates are pending reproducible geocoding/review.
dpl_location_0098,operations__schedule_and_points_of_mobile_van.html,dpl_mobile_service_point_063_0098,Mobile Service Point 063,"Central for Blind Women with disablility (NAB) L-25, Hauz Khas Enclave, New Delhi-110016",,"Central for Blind Women with disablility (NAB) L-25, Hauz Khas Enclave, New Delhi-110016, India",,,,,needs_geocode,Address is DPL-published; coordinates are pending reproducible geocoding/review.
dpl_location_0099,operations__schedule_and_points_of_mobile_van.html,dpl_mobile_service_point_064_0099,Mobile Service Point 064,"National Association for the blind R.K.Puram Sector-5, New Delhi-110022",,"National Association for the blind R.K.Puram Sector-5, New Delhi-110022, India",,,,,needs_geocode,Address is DPL-published; coordinates are pending reproducible geocoding/review.
dpl_location_0100,operations__schedule_and_points_of_mobile_van.html,dpl_mobile_service_point_065_0100,Mobile Service Point 065,"Janta Adarsh Blind School, Sirifort Road, Sadiq Nagar, New Delhi",,"Janta Adarsh Blind School, Sirifort Road, Sadiq Nagar, New Delhi, India",,,,,needs_geocode,Address is DPL-published; coordinates are pending reproducible geocoding/review.
dpl_location_0101,operations__schedule_and_points_of_mobile_van.html,dpl_mobile_service_point_066_0101,Mobile Service Point 066,"Blind Relief Association, Lal Bahadur Shastri Marg, Lodhi Road, New Delhi-3",,"Blind Relief Association, Lal Bahadur Shastri Marg, Lodhi Road, New Delhi-3, India",,,,,needs_geocode,Address is DPL-published; coordinates are pending reproducible geocoding/review.
dpl_location_0102,operations__schedule_and_points_of_mobile_van.html,dpl_mobile_service_point_067_0102,Mobile Service Point 067,"Institute for the Blind Girls Hostel Houses no. 25, gali no.2, Bhagat Colony, Sant Nagar, Burari Delhi",,"Institute for the Blind Girls Hostel Houses no. 25, gali no.2, Bhagat Colony, Sant Nagar, Burari Delhi, India",,,,,needs_geocode,Address is DPL-published; coordinates are pending reproducible geocoding/review.
dpl_location_0103,operations__schedule_and_points_of_mobile_van.html,dpl_mobile_service_point_068_0103,Mobile Service Point 068,"Govt. Blind Boys Sr.Sec. School, Seva Kutir and College Going Hostel, Delhi-9",,"Govt. Blind Boys Sr.Sec. School, Seva Kutir and College Going Hostel, Delhi-9, India",,,,,needs_geocode,Address is DPL-published; coordinates are pending reproducible geocoding/review.
dpl_location_0104,operations__schedule_and_points_of_mobile_van.html,dpl_mobile_service_point_069_0104,Mobile Service Point 069,"Blind Welfare Society, Main Road, Block X, 2/21 Mangolpuri, Delhi-83",,"Blind Welfare Society, Main Road, Block X, 2/21 Mangolpuri, Delhi-83, India",,,,,needs_geocode,Address is DPL-published; coordinates are pending reproducible geocoding/review.
dpl_location_0105,operations__schedule_and_points_of_mobile_van.html,dpl_mobile_service_point_070_0105,Mobile Service Point 070,"Divya Jyoti Niwas, Mangolpuri Khurd, Rohini Sector-1 Avantika Mor, Delhi",,"Divya Jyoti Niwas, Mangolpuri Khurd, Rohini Sector-1 Avantika Mor, Delhi, India",,,,,needs_geocode,Address is DPL-published; coordinates are pending reproducible geocoding/review.
dpl_location_0106,operations__schedule_and_points_of_mobile_van.html,dpl_mobile_service_point_071_0106,Mobile Service Point 071,"Satyawati College Ashok Vihar Phase-2, New Delhi",,"Satyawati College Ashok Vihar Phase-2, New Delhi, India",,,,,needs_geocode,Address is DPL-published; coordinates are pending reproducible geocoding/review.
dpl_location_0107,operations__schedule_and_points_of_mobile_van.html,dpl_mobile_service_point_072_0107,Mobile Service Point 072,"Delhi University (2,4 Week)",,"Delhi University (2,4 Week), India",,,,,needs_geocode,Address is DPL-published; coordinates are pending reproducible geocoding/review.
dpl_location_0108,operations__schedule_and_points_of_mobile_van.html,dpl_mobile_service_point_073_0108,Mobile Service Point 073,"Faculty of Arts, University of Delhi Guru Teg Bahadur Road",,"Faculty of Arts, University of Delhi Guru Teg Bahadur Road, India",,,,,needs_geocode,Address is DPL-published; coordinates are pending reproducible geocoding/review.
dpl_location_0109,operations__schedule_and_points_of_mobile_van.html,dpl_mobile_service_point_074_0109,Mobile Service Point 074,"A.I.C.B., Sector-5 Rohini, Delhi-85",,"A.I.C.B., Sector-5 Rohini, Delhi-85, India",,,,,needs_geocode,Address is DPL-published; coordinates are pending reproducible geocoding/review.
dpl_location_0110,operations__schedule_and_points_of_mobile_van.html,dpl_mobile_service_point_075_0110,Mobile Service Point 075,"Blind School, Amar Colony, Lajpat Nagar, New Delhi",,"Blind School, Amar Colony, Lajpat Nagar, New Delhi, India",,,,,needs_geocode,Address is DPL-published; coordinates are pending reproducible geocoding/review.
dpl_location_0111,operations__schedule_and_points_of_mobile_van.html,dpl_mobile_service_point_076_0111,Mobile Service Point 076,"All India Association for the blind Raghuveer Nagar, New Delhi-27",,"All India Association for the blind Raghuveer Nagar, New Delhi-27, India",,,,,needs_geocode,Address is DPL-published; coordinates are pending reproducible geocoding/review.
