total_locations,fixed_physical_locations,mobile_service_points,headquarters,zonal_libraries,branch_libraries,special_fixed_libraries,sub_branch_libraries,community_libraries,internal_geocoded_locations,public_provenance_coordinates,google_geocode_coordinates,branchwise_seating_capacity_locations,branchwise_opening_hours_locations,branchwise_collection_size_locations,branchwise_collection_type_locations,access_model_status,notes
111,35,76,1,4,8,1,20,1,111,33,78,0,0,0,0,internal_full_geocode,"DPL is a hierarchy, not a flat point set: headquarters, zonal libraries, branch/special fixed libraries, sub-branches, one community library, and scheduled mobile service points. Google-derived coordinates are accepted for internal modelling here and must be flagged before publication. Branch-wise max seating capacity, opening hours, collection size, and collection-type fields are not available in the current public extract and must be acquired or flagged as undisclosed."
