source_record_id,source_file,source_url,library_id,name,normalized_name,location_type,zone,address,latitude,longitude,coordinate_source,map_url,geocode_status,confidence,notes
dpl_location_0071,operations__schedule_and_points_of_mobile_van.html,https://dpl.gov.in/index.php/mobile-library-services/2-uncategorised/63-schedule-and-points-of-mobile-van,dpl_mobile_service_point_036_0071,Mobile Service Point 036,mobile service point 036,mobile_service_point,mobile,"Paschim Vihar B-4, New Delhi",,,,,needs_geocode,medium,DPL-published mobile service point address; coordinate requires geocoding.
dpl_location_0072,operations__schedule_and_points_of_mobile_van.html,https://dpl.gov.in/index.php/mobile-library-services/2-uncategorised/63-schedule-and-points-of-mobile-van,dpl_mobile_service_point_037_0072,Mobile Service Point 037,mobile service point 037,mobile_service_point,mobile,Kendriya Karmachari Awas Parisar Mohammadpur Delhi,,,,,needs_geocode,medium,DPL-published mobile service point address; coordinate requires geocoding.
dpl_location_0073,operations__schedule_and_points_of_mobile_van.html,https://dpl.gov.in/index.php/mobile-library-services/2-uncategorised/63-schedule-and-points-of-mobile-van,dpl_mobile_service_point_038_0073,Mobile Service Point 038,mobile service point 038,mobile_service_point,mobile,Loksabha sachivalay Awas Parisar R.K. Puram Sector-02 Delhi,,,,,needs_geocode,medium,DPL-published mobile service point address; coordinate requires geocoding.
dpl_location_0074,operations__schedule_and_points_of_mobile_van.html,https://dpl.gov.in/index.php/mobile-library-services/2-uncategorised/63-schedule-and-points-of-mobile-van,dpl_mobile_service_point_039_0074,Mobile Service Point 039,mobile service point 039,mobile_service_point,mobile,"C-Block, J.J. Colony, Near Delhi Library Association",,,,,needs_geocode,medium,DPL-published mobile service point address; coordinate requires geocoding.
dpl_location_0075,operations__schedule_and_points_of_mobile_van.html,https://dpl.gov.in/index.php/mobile-library-services/2-uncategorised/63-schedule-and-points-of-mobile-van,dpl_mobile_service_point_040_0075,Mobile Service Point 040,mobile service point 040,mobile_service_point,mobile,"Near Mini Stadium, Naraina Vihar, Delhi",,,,,needs_geocode,medium,DPL-published mobile service point address; coordinate requires geocoding.
dpl_location_0076,operations__schedule_and_points_of_mobile_van.html,https://dpl.gov.in/index.php/mobile-library-services/2-uncategorised/63-schedule-and-points-of-mobile-van,dpl_mobile_service_point_041_0076,Mobile Service Point 041,mobile service point 041,mobile_service_point,mobile,"Near DDA Office, Shahpur Jat, Delhi",,,,,needs_geocode,medium,DPL-published mobile service point address; coordinate requires geocoding.
dpl_location_0077,operations__schedule_and_points_of_mobile_van.html,https://dpl.gov.in/index.php/mobile-library-services/2-uncategorised/63-schedule-and-points-of-mobile-van,dpl_mobile_service_point_042_0077,Mobile Service Point 042,mobile service point 042,mobile_service_point,mobile,"Near Mother Dairy, Khel Gaon, Shahpur Jat, Delhi",,,,,needs_geocode,medium,DPL-published mobile service point address; coordinate requires geocoding.
dpl_location_0078,operations__schedule_and_points_of_mobile_van.html,https://dpl.gov.in/index.php/mobile-library-services/2-uncategorised/63-schedule-and-points-of-mobile-van,dpl_mobile_service_point_043_0078,Mobile Service Point 043,mobile service point 043,mobile_service_point,mobile,"Green View Aptt. Dwarka, Sector-19, New Delhi",,,,,needs_geocode,medium,DPL-published mobile service point address; coordinate requires geocoding.
dpl_location_0079,operations__schedule_and_points_of_mobile_van.html,https://dpl.gov.in/index.php/mobile-library-services/2-uncategorised/63-schedule-and-points-of-mobile-van,dpl_mobile_service_point_044_0079,Mobile Service Point 044,mobile service point 044,mobile_service_point,mobile,"Sector-A, Pocket-C Gate No. 2 Vasant Kunj Delhi",,,,,needs_geocode,medium,DPL-published mobile service point address; coordinate requires geocoding.
dpl_location_0080,operations__schedule_and_points_of_mobile_van.html,https://dpl.gov.in/index.php/mobile-library-services/2-uncategorised/63-schedule-and-points-of-mobile-van,dpl_mobile_service_point_045_0080,Mobile Service Point 045,mobile service point 045,mobile_service_point,mobile,"Near Market,R.K Puram Sector-4 ,New Delhi",,,,,needs_geocode,medium,DPL-published mobile service point address; coordinate requires geocoding.
dpl_location_0081,operations__schedule_and_points_of_mobile_van.html,https://dpl.gov.in/index.php/mobile-library-services/2-uncategorised/63-schedule-and-points-of-mobile-van,dpl_mobile_service_point_046_0081,Mobile Service Point 046,mobile service point 046,mobile_service_point,mobile,Dussehra Medan Gandhi Vihar Delhi,,,,,needs_geocode,medium,DPL-published mobile service point address; coordinate requires geocoding.
dpl_location_0082,operations__schedule_and_points_of_mobile_van.html,https://dpl.gov.in/index.php/mobile-library-services/2-uncategorised/63-schedule-and-points-of-mobile-van,dpl_mobile_service_point_047_0082,Mobile Service Point 047,mobile service point 047,mobile_service_point,mobile,Biodiversity Park Wazirabad Delhi,,,,,needs_geocode,medium,DPL-published mobile service point address; coordinate requires geocoding.
dpl_location_0083,operations__schedule_and_points_of_mobile_van.html,https://dpl.gov.in/index.php/mobile-library-services/2-uncategorised/63-schedule-and-points-of-mobile-van,dpl_mobile_service_point_048_0083,Mobile Service Point 048,mobile service point 048,mobile_service_point,mobile,"Opp. M.C. D Primary School, Main Road, Bakhtawar Pur Village, Delhi",,,,,needs_geocode,medium,DPL-published mobile service point address; coordinate requires geocoding.
dpl_location_0084,operations__schedule_and_points_of_mobile_van.html,https://dpl.gov.in/index.php/mobile-library-services/2-uncategorised/63-schedule-and-points-of-mobile-van,dpl_mobile_service_point_049_0084,Mobile Service Point 049,mobile service point 049,mobile_service_point,mobile,"Palla Village Main Road, Delhi",,,,,needs_geocode,medium,DPL-published mobile service point address; coordinate requires geocoding.
dpl_location_0085,operations__schedule_and_points_of_mobile_van.html,https://dpl.gov.in/index.php/mobile-library-services/2-uncategorised/63-schedule-and-points-of-mobile-van,dpl_mobile_service_point_050_0085,Mobile Service Point 050,mobile service point 050,mobile_service_point,mobile,"Geeta Bhawan Mandir, Malviya Nagar Road, Block-7, Malviya Nagar, New Delhi-110017",,,,,needs_geocode,medium,DPL-published mobile service point address; coordinate requires geocoding.
dpl_location_0086,operations__schedule_and_points_of_mobile_van.html,https://dpl.gov.in/index.php/mobile-library-services/2-uncategorised/63-schedule-and-points-of-mobile-van,dpl_mobile_service_point_051_0086,Mobile Service Point 051,mobile service point 051,mobile_service_point,mobile,"Old Shiv Mandir, Khanpur Bus Stand, Delhi-110076",,,,,needs_geocode,medium,DPL-published mobile service point address; coordinate requires geocoding.
dpl_location_0087,operations__schedule_and_points_of_mobile_van.html,https://dpl.gov.in/index.php/mobile-library-services/2-uncategorised/63-schedule-and-points-of-mobile-van,dpl_mobile_service_point_052_0087,Mobile Service Point 052,mobile service point 052,mobile_service_point,mobile,"Near C.G.H.S Dispensary, Sector-1, Pushpvihar, Delhi",,,,,needs_geocode,medium,DPL-published mobile service point address; coordinate requires geocoding.
dpl_location_0088,operations__schedule_and_points_of_mobile_van.html,https://dpl.gov.in/index.php/mobile-library-services/2-uncategorised/63-schedule-and-points-of-mobile-van,dpl_mobile_service_point_053_0088,Mobile Service Point 053,mobile service point 053,mobile_service_point,mobile,"R.W.A., H-Block, Gate No.2, Near Veer Singh Garhwal Sarvodaya Bal Vidyalaya Saket, New Delhi-110017",,,,,needs_geocode,medium,DPL-published mobile service point address; coordinate requires geocoding.
dpl_location_0089,operations__schedule_and_points_of_mobile_van.html,https://dpl.gov.in/index.php/mobile-library-services/2-uncategorised/63-schedule-and-points-of-mobile-van,dpl_mobile_service_point_054_0089,Mobile Service Point 054,mobile service point 054,mobile_service_point,mobile,"RWA, Gate No.1, Pocket-C, Sarita Vihar, New Delhi-110074",,,,,needs_geocode,medium,DPL-published mobile service point address; coordinate requires geocoding.
dpl_location_0090,operations__schedule_and_points_of_mobile_van.html,https://dpl.gov.in/index.php/mobile-library-services/2-uncategorised/63-schedule-and-points-of-mobile-van,dpl_mobile_service_point_055_0090,Mobile Service Point 055,mobile service point 055,mobile_service_point,mobile,"Old Shiv Mandir Kantheshwar Mahadev Mandir, Main Chowk Aligaon, New Delhi-110076",,,,,needs_geocode,medium,DPL-published mobile service point address; coordinate requires geocoding.
dpl_location_0091,operations__schedule_and_points_of_mobile_van.html,https://dpl.gov.in/index.php/mobile-library-services/2-uncategorised/63-schedule-and-points-of-mobile-van,dpl_mobile_service_point_056_0091,Mobile Service Point 056,mobile service point 056,mobile_service_point,mobile,Commonwealth Khel Gaon Delhi,,,,,needs_geocode,medium,DPL-published mobile service point address; coordinate requires geocoding.
dpl_location_0092,operations__schedule_and_points_of_mobile_van.html,https://dpl.gov.in/index.php/mobile-library-services/2-uncategorised/63-schedule-and-points-of-mobile-van,dpl_mobile_service_point_057_0092,Mobile Service Point 057,mobile service point 057,mobile_service_point,mobile,Near By Khichadipur Gurudwara East Vinod Nagar Delhi,,,,,needs_geocode,medium,DPL-published mobile service point address; coordinate requires geocoding.
dpl_location_0093,operations__schedule_and_points_of_mobile_van.html,https://dpl.gov.in/index.php/mobile-library-services/2-uncategorised/63-schedule-and-points-of-mobile-van,dpl_mobile_service_point_058_0093,Mobile Service Point 058,mobile service point 058,mobile_service_point,mobile,"Near Sarvodaya Girls School, Chandra Vihar, Delhi",,,,,needs_geocode,medium,DPL-published mobile service point address; coordinate requires geocoding.
dpl_location_0094,operations__schedule_and_points_of_mobile_van.html,https://dpl.gov.in/index.php/mobile-library-services/2-uncategorised/63-schedule-and-points-of-mobile-van,dpl_mobile_service_point_059_0094,Mobile Service Point 059,mobile service point 059,mobile_service_point,mobile,"Mandavali Village, Near Mayur Public School, Mandavali, Delhi",,,,,needs_geocode,medium,DPL-published mobile service point address; coordinate requires geocoding.
dpl_location_0095,operations__schedule_and_points_of_mobile_van.html,https://dpl.gov.in/index.php/mobile-library-services/2-uncategorised/63-schedule-and-points-of-mobile-van,dpl_mobile_service_point_060_0095,Mobile Service Point 060,mobile service point 060,mobile_service_point,mobile,"Near Golak Dham Mandir, Main Road, Bijwasan, Delhi",,,,,needs_geocode,medium,DPL-published mobile service point address; coordinate requires geocoding.
dpl_location_0096,operations__schedule_and_points_of_mobile_van.html,https://dpl.gov.in/index.php/mobile-library-services/2-uncategorised/63-schedule-and-points-of-mobile-van,dpl_mobile_service_point_061_0096,Mobile Service Point 061,mobile service point 061,mobile_service_point,mobile,"Near PNB Bank Bus Stand, Deoli, Delhi",,,,,needs_geocode,medium,DPL-published mobile service point address; coordinate requires geocoding.
dpl_location_0097,operations__schedule_and_points_of_mobile_van.html,https://dpl.gov.in/index.php/mobile-library-services/2-uncategorised/63-schedule-and-points-of-mobile-van,dpl_mobile_service_point_062_0097,Mobile Service Point 062,mobile service point 062,mobile_service_point,mobile,"Near Delhi Jal Board, Filling Station",,,,,needs_geocode,medium,DPL-published mobile service point address; coordinate requires geocoding.
dpl_location_0098,operations__schedule_and_points_of_mobile_van.html,https://dpl.gov.in/index.php/mobile-library-services/2-uncategorised/63-schedule-and-points-of-mobile-van,dpl_mobile_service_point_063_0098,Mobile Service Point 063,mobile service point 063,mobile_service_point,mobile,"Central for Blind Women with disablility (NAB) L-25, Hauz Khas Enclave, New Delhi-110016",,,,,needs_geocode,medium,DPL-published mobile service point address; coordinate requires geocoding.
dpl_location_0099,operations__schedule_and_points_of_mobile_van.html,https://dpl.gov.in/index.php/mobile-library-services/2-uncategorised/63-schedule-and-points-of-mobile-van,dpl_mobile_service_point_064_0099,Mobile Service Point 064,mobile service point 064,mobile_service_point,mobile,"National Association for the blind R.K.Puram Sector-5, New Delhi-110022",,,,,needs_geocode,medium,DPL-published mobile service point address; coordinate requires geocoding.
dpl_location_0100,operations__schedule_and_points_of_mobile_van.html,https://dpl.gov.in/index.php/mobile-library-services/2-uncategorised/63-schedule-and-points-of-mobile-van,dpl_mobile_service_point_065_0100,Mobile Service Point 065,mobile service point 065,mobile_service_point,mobile,"Janta Adarsh Blind School, Sirifort Road, Sadiq Nagar, New Delhi",,,,,needs_geocode,medium,DPL-published mobile service point address; coordinate requires geocoding.
dpl_location_0101,operations__schedule_and_points_of_mobile_van.html,https://dpl.gov.in/index.php/mobile-library-services/2-uncategorised/63-schedule-and-points-of-mobile-van,dpl_mobile_service_point_066_0101,Mobile Service Point 066,mobile service point 066,mobile_service_point,mobile,"Blind Relief Association, Lal Bahadur Shastri Marg, Lodhi Road, New Delhi-3",,,,,needs_geocode,medium,DPL-published mobile service point address; coordinate requires geocoding.
dpl_location_0102,operations__schedule_and_points_of_mobile_van.html,https://dpl.gov.in/index.php/mobile-library-services/2-uncategorised/63-schedule-and-points-of-mobile-van,dpl_mobile_service_point_067_0102,Mobile Service Point 067,mobile service point 067,mobile_service_point,mobile,"Institute for the Blind Girls Hostel Houses no. 25, gali no.2, Bhagat Colony, Sant Nagar, Burari Delhi",,,,,needs_geocode,medium,DPL-published mobile service point address; coordinate requires geocoding.
dpl_location_0103,operations__schedule_and_points_of_mobile_van.html,https://dpl.gov.in/index.php/mobile-library-services/2-uncategorised/63-schedule-and-points-of-mobile-van,dpl_mobile_service_point_068_0103,Mobile Service Point 068,mobile service point 068,mobile_service_point,mobile,"Govt. Blind Boys Sr.Sec. School, Seva Kutir and College Going Hostel, Delhi-9",,,,,needs_geocode,medium,DPL-published mobile service point address; coordinate requires geocoding.
dpl_location_0104,operations__schedule_and_points_of_mobile_van.html,https://dpl.gov.in/index.php/mobile-library-services/2-uncategorised/63-schedule-and-points-of-mobile-van,dpl_mobile_service_point_069_0104,Mobile Service Point 069,mobile service point 069,mobile_service_point,mobile,"Blind Welfare Society, Main Road, Block X, 2/21 Mangolpuri, Delhi-83",,,,,needs_geocode,medium,DPL-published mobile service point address; coordinate requires geocoding.
dpl_location_0105,operations__schedule_and_points_of_mobile_van.html,https://dpl.gov.in/index.php/mobile-library-services/2-uncategorised/63-schedule-and-points-of-mobile-van,dpl_mobile_service_point_070_0105,Mobile Service Point 070,mobile service point 070,mobile_service_point,mobile,"Divya Jyoti Niwas, Mangolpuri Khurd, Rohini Sector-1 Avantika Mor, Delhi",,,,,needs_geocode,medium,DPL-published mobile service point address; coordinate requires geocoding.
dpl_location_0106,operations__schedule_and_points_of_mobile_van.html,https://dpl.gov.in/index.php/mobile-library-services/2-uncategorised/63-schedule-and-points-of-mobile-van,dpl_mobile_service_point_071_0106,Mobile Service Point 071,mobile service point 071,mobile_service_point,mobile,"Satyawati College Ashok Vihar Phase-2, New Delhi",,,,,needs_geocode,medium,DPL-published mobile service point address; coordinate requires geocoding.
dpl_location_0107,operations__schedule_and_points_of_mobile_van.html,https://dpl.gov.in/index.php/mobile-library-services/2-uncategorised/63-schedule-and-points-of-mobile-van,dpl_mobile_service_point_072_0107,Mobile Service Point 072,mobile service point 072,mobile_service_point,mobile,"Delhi University (2,4 Week)",,,,,needs_geocode,medium,DPL-published mobile service point address; coordinate requires geocoding.
dpl_location_0108,operations__schedule_and_points_of_mobile_van.html,https://dpl.gov.in/index.php/mobile-library-services/2-uncategorised/63-schedule-and-points-of-mobile-van,dpl_mobile_service_point_073_0108,Mobile Service Point 073,mobile service point 073,mobile_service_point,mobile,"Faculty of Arts, University of Delhi Guru Teg Bahadur Road",,,,,needs_geocode,medium,DPL-published mobile service point address; coordinate requires geocoding.
dpl_location_0109,operations__schedule_and_points_of_mobile_van.html,https://dpl.gov.in/index.php/mobile-library-services/2-uncategorised/63-schedule-and-points-of-mobile-van,dpl_mobile_service_point_074_0109,Mobile Service Point 074,mobile service point 074,mobile_service_point,mobile,"A.I.C.B., Sector-5 Rohini, Delhi-85",,,,,needs_geocode,medium,DPL-published mobile service point address; coordinate requires geocoding.
dpl_location_0110,operations__schedule_and_points_of_mobile_van.html,https://dpl.gov.in/index.php/mobile-library-services/2-uncategorised/63-schedule-and-points-of-mobile-van,dpl_mobile_service_point_075_0110,Mobile Service Point 075,mobile service point 075,mobile_service_point,mobile,"Blind School, Amar Colony, Lajpat Nagar, New Delhi",,,,,needs_geocode,medium,DPL-published mobile service point address; coordinate requires geocoding.
dpl_location_0111,operations__schedule_and_points_of_mobile_van.html,https://dpl.gov.in/index.php/mobile-library-services/2-uncategorised/63-schedule-and-points-of-mobile-van,dpl_mobile_service_point_076_0111,Mobile Service Point 076,mobile service point 076,mobile_service_point,mobile,"All India Association for the blind Raghuveer Nagar, New Delhi-27",,,,,needs_geocode,medium,DPL-published mobile service point address; coordinate requires geocoding.
